model,topic_id,top_words
SBERT+HDBSCAN,565,"pell, george, appeal, court, cardinal, high, abuse, vatican, conviction, guilty"
SBERT+HDBSCAN,566,"covid, nsw, sydney, outbreak, cases, alert, cluster, grows, news, australia"
SBERT+HDBSCAN,567,"claremont, bradley, serial, killer, trial, killings, john, robert, accused, murder"
SBERT+HDBSCAN,568,"serial, claremont, killings, trial, killer, evidence, dna, glennon, ciara, rimmer"
SBERT+HDBSCAN,569,"brazil, coronavirus, covid, update, cases, brazils, toll, death, warns, website"
SBERT+HDBSCAN,570,"brittany, higgins, rape, alleged, police, allegations, sexual, parliament, complaint, house"
SBERT+HDBSCAN,571,"restrictions, nsw, sydney, eased, perth, new, lockdown, melbourne, queensland, greater"
SBERT+HDBSCAN,572,"restrictions, victoria, melbourne, stage, fines, police, cases, roadmap, covid, ease"
SBERT+HDBSCAN,573,"children, life, families, child, baby, family, new, covid, rise, grandparents"
SBERT+HDBSCAN,574,"coronavirus, mental, health, covid, anxiety, pandemic, qld, lockdown, survey, calls"
SBERT+HDBSCAN,575,"childcare, free, centre, government, workers, centres, queensland, care, covid, child"
SBERT+HDBSCAN,576,"restrictions, eased, phase, easing, relaxed, ease, lifted, government, open, premier"
SBERT+HDBSCAN,577,"lockdown, regional, lockdowns, cases, victoria, restrictions, lift, roadmap, new, premier"
SBERT+HDBSCAN,578,"lockdown, cases, lockdowns, new, england, updates, world, post, means, covid"
SBERT+HDBSCAN,579,"lockdown, melbourne, victoria, covid, australia, cases, live, news, nsw, queensland"
SBERT+HDBSCAN,580,"tame, year, australian, abuse, speech, says, speaks, press, club"
SBERT+HDBSCAN,581,"italy, coronavirus, covid, lockdown, japan, cases, italys, update, death, milan"
SBERT+HDBSCAN,582,"coronavirus, korea, south, covid, north, update, cases, china, wave, new"
SBERT+HDBSCAN,583,"china, coronavirus, covid, wuhan, australia, chinese, beijing, hong, kong, outbreak"
SBERT+HDBSCAN,584,"cases, records, act, new, locally, acquired, local, recorded, case, record"
SBERT+HDBSCAN,585,"queensland, records, cases, new, case, local, locally, acquired, nsw, qld"
SBERT+HDBSCAN,586,"nsw, cases, records, new, local, locally, recorded, acquired, case, south"
SBERT+HDBSCAN,587,"deaths, cases, records, new, death"
SBERT+HDBSCAN,588,"rape, allegation, minister, cabinet, historical, says, woman, letter, raping, crisis"
SBERT+HDBSCAN,589,"harassment, sexual, bullying, parliament, claims, sexually, finds, allegations, inquiry, labor"
SBERT+HDBSCAN,590,"witness, trial, secret, collaery, bernard, watchdog, lawyer, court, case, spy"
SBERT+HDBSCAN,591,"coronavirus, covid, deaths, death, toll, million, cases, united, trump, day"
SBERT+HDBSCAN,592,"coronavirus, pandemic, says, new, people, cases, young, long, infections, variant"
SBERT+HDBSCAN,593,"pandemic, new, cases, virus, worlds, fight, latest, health, test, testing"
SBERT+HDBSCAN,594,"australia, australians, new, stay, australias, australian, prepare, pandemic, spread, territory"
SBERT+HDBSCAN,595,"covid, australia, news, live, victoria, latest, nsw, melbourne, sydney, new"
SBERT+HDBSCAN,596,"restrictions, queensland, nsw, ease, eased, says, premier, rules, relaxed, easing"
SBERT+HDBSCAN,597,"victoria, cases, rise, covid, testing, numbers, new, victorias, case, day"
SBERT+HDBSCAN,598,"cases, deaths, rise, covid, new, death, update, toll, people, die"
SBERT+HDBSCAN,599,"records, new, zero, deaths, day, local, straight, vaccines, melbourne, continue"
SBERT+HDBSCAN,600,"cases, new, deaths, covid, infections, local"
SBERT+HDBSCAN,601,"australia, restrictions, south, travel, lifted, australians, ban, perth, explained, easing"
SBERT+HDBSCAN,602,"tourism, queensland, tourists, travel, amid, operators, restrictions, industry, ready, impact"
SBERT+HDBSCAN,603,"coronavirus, flight, flights, australia, virgin, pilots, australians, pandemic, aviation, airline"
SBERT+HDBSCAN,604,"queensland, cases, brisbane, covid, new, case, man, australia, records, ipswich"
SBERT+HDBSCAN,605,"nsw, cases, new, records, infections, local, zero, rise, day, confirmed"
SBERT+HDBSCAN,606,"mclachlan, craig, court, assault, case, indecent, sex, guilty, actor, told"
SBERT+HDBSCAN,607,"surf, surfing, life, surfboard, surfers, saving, surfboards, lifesavers, clubs, years"
SBERT+HDBSCAN,608,"sydney, operation, arrest, south, officers, nsw, house, surround, officer, qld"
SBERT+HDBSCAN,609,"shark, attack, sharks, beach, victim, man, white, esperance, attacked, coast"
SBERT+HDBSCAN,610,"meth, police, drug, cocaine, drugs, bust, seized, seize, cash, methamphetamine"
SBERT+HDBSCAN,611,"bail, refused, denied, man, accused, murder, waugh, alleged, james, woman"
SBERT+HDBSCAN,612,"dolphin, dolphins, feeding, beach, death, marine, animatronic, fish, locals, bunbury"
SBERT+HDBSCAN,613,"whale, whales, humpback, coast, rescue, tasmania, stranded, killer, dead, pilot"
SBERT+HDBSCAN,614,"church, pope, catholic, abuse, francis, vatican, priest, child, priests, sex"
SBERT+HDBSCAN,615,"footage, dashcam, cctv, cameras, dash, cam, crash, shows, car, captures"
SBERT+HDBSCAN,616,"ship, cruise, crew, passengers, ships, sailors, seafarers, navy, port, member"
SBERT+HDBSCAN,617,"death, coroner, inquest, custody, deaths, findings, aboriginal, indigenous, family, man"
SBERT+HDBSCAN,618,"cctv, footage, police, shows, man, video, release, assault, car, shooting"
SBERT+HDBSCAN,619,"police, man, arrested, officer, assault, charged, bikie, arrest, officers, adelaide"
SBERT+HDBSCAN,620,"sex, sexual, child, assault, abuse, man, charged, paedophile, rape, jailed"
SBERT+HDBSCAN,621,"belin, jack, trial, rape, hears, court, alleged, jury, witness, charges"
SBERT+HDBSCAN,622,"hayne, jarryd, rape, trial, hears, williams, joseph, sexual, court, jarratt"
SBERT+HDBSCAN,623,"drowning, man, diver, drownings, police, river, drowns, beach, rescued, swim"
SBERT+HDBSCAN,624,"baby, toddler, hospital, death, deaths, police, child, centre, childcare, car"
SBERT+HDBSCAN,625,"boat, dead, men, capsized, capsizes, rescue, coast, capsize, port, hours"
SBERT+HDBSCAN,626,"missing, fisherman, coast, search, bay, boat, sunshine, moreton, police, fishermen"
SBERT+HDBSCAN,627,"missing, search, boat, tony, higgins, men, boatie, body, police, called"
SBERT+HDBSCAN,628,"missing, search, man, police, body, woman, boy, old, year, queensland"
SBERT+HDBSCAN,629,"baby, death, mother, man, court, charged, manslaughter, daughter, murder, woman"
SBERT+HDBSCAN,630,"crash, driver, fatal, car, truck, killed, man, bus, charged, dies"
SBERT+HDBSCAN,631,"killed, dies, crash, hit, car, boy, child, children, old, girl"
SBERT+HDBSCAN,632,"woman, dies, body, dead, police, car, melbourne, home, womans, adelaide"
SBERT+HDBSCAN,633,"police, shooting, man, shot, dead, sydney, brisbane, shoot, gunman, melbourne"
SBERT+HDBSCAN,634,"charged, murder, stabbing, teen, teenager, stabbed, teenagers, death, man, paradise"
SBERT+HDBSCAN,635,"stabbing, stabbed, police, man, sydney, attack, dead, officer, fatal, victim"
SBERT+HDBSCAN,636,"charged, murder, man, body, death, court, case, cold, accused, house"
SBERT+HDBSCAN,637,"murder, guilty, trial, court, scott, accused, pleads, manslaughter, murdering, death"
